,country,points,price,province
1916,Chile,87,16,Casablanca Valley
1917,Chile,87,19,Aconcagua Valley
1918,France,87,12,Bordeaux
1919,France,87,20,Bordeaux
1920,France,87,13,Bordeaux
1921,US,87,26,Washington
1922,Austria,87,17,Wachau
1923,US,87,32,California
1924,Chile,87,15,Colchagua Valley
1925,Italy,87,50,Piedmont
1926,US,87,28,Washington
1927,France,87,17,Bordeaux
1928,Italy,87,25,Piedmont
1929,US,87,11,California
1930,Australia,87,30,Western Australia
1931,Israel,87,35,Upper Galilee
1932,Italy,87,80,Piedmont
1933,France,87,18,Bordeaux
1934,Australia,87,53,South Australia
1935,Chile,87,18,Leyda Valley
1936,US,87,60,California
1937,Chile,87,30,Colchagua Valley
1938,Chile,87,19,Maipo Valley
1939,US,87,15,Washington
1940,France,87,20,Bordeaux
1941,Austria,87,14,Wachau
1942,US,87,40,Washington
1943,US,87,19,California
1944,France,87,13,Southwest France
1945,US,87,65,California
1946,US,87,36,California
1947,US,87,24,Washington
1948,US,86,32,California
1949,Chile,86,10,Maipo Valley
1950,US,86,15,Washington
1951,France,86,15,Bordeaux
1952,US,86,24,California
1953,US,86,32,Washington
1954,Chile,86,18,Cachapoal Valley
1955,Israel,86,15,Galilee
1956,US,86,24,California
1957,France,88,17,Beaujolais
1958,US,88,40,California
1959,US,88,35,Virginia
1960,Italy,88,30,Sicily & Sardinia
1961,Italy,88,32,Sicily & Sardinia
1962,US,88,35,California
1963,US,88,60,California
1964,France,88,15,Beaujolais
1965,Chile,88,20,Casablanca Valley
1966,US,88,40,Oregon
1967,Italy,88,20,Southern Italy
1968,France,88,10,Bordeaux
1969,France,88,35,Bordeaux
1970,France,88,20,Beaujolais
1971,France,88,18,Southwest France
1972,Italy,88,14,Sicily & Sardinia
1973,US,88,22,Oregon
1974,US,88,50,Oregon
1975,Italy,88,15,Southern Italy
1976,France,88,16,Southwest France
1977,Italy,88,15,Southern Italy
1978,Italy,88,25,Southern Italy
1979,US,88,45,California
1980,US,88,28,California
1981,Italy,88,,Sicily & Sardinia
1982,US,88,22,Virginia
1983,Italy,88,19,Sicily & Sardinia
1984,US,88,40,California
1985,US,88,18,California
1986,France,88,14,Beaujolais
1987,Spain,85,4,Central Spain
1988,Spain,85,13,Levante
1989,US,85,16,Oregon
1990,France,85,25,Alsace
1991,Argentina,84,15,Mendoza Province
1992,Argentina,84,20,Mendoza Province
1993,Argentina,84,11,Mendoza Province
1994,US,84,18,Virginia
1995,US,84,20,California
1996,US,84,25,Oregon
1997,Italy,84,11,Sicily & Sardinia
1998,France,84,15,Alsace
1999,France,84,19,Alsace
2000,Italy,84,12,Sicily & Sardinia
2001,Spain,84,10,Central Spain
2002,Argentina,84,10,Mendoza Province
2003,France,84,8,Alsace
2004,US,84,19,Oregon
2005,Portugal,84,20,Vinho Espumante
2006,Portugal,84,11,Península de Setúbal
2007,France,84,23,Alsace
2008,US,84,15,California
2009,France,84,19,Alsace
2010,France,84,24,Alsace
2011,US,84,15,California
2012,Argentina,84,12,Mendoza Province
2013,France,84,15,Alsace
2014,Spain,84,17,Northern Spain
2015,France,84,16,Alsace
2016,France,84,17,Alsace
2017,Portugal,87,,Tejo
2018,US,87,25,California
2019,US,87,38,California
2020,US,87,28,California
2021,US,87,40,Oregon
2022,Italy,87,,Lombardy
2023,Italy,87,19,Northeastern Italy
2024,US,87,45,Oregon
2025,Chile,87,15,Maipo Valley
2026,France,87,15,Burgundy
2027,Chile,87,15,Maipo Valley
2028,Italy,87,9,Northeastern Italy
2029,Italy,87,15,Lombardy
2030,Italy,87,39,Tuscany
2031,US,87,25,California
2032,Portugal,87,13,Douro
2033,Portugal,87,,Tejo
2034,US,87,45,California
2035,US,87,35,California
2036,Italy,87,15,Veneto
2037,Italy,87,17,Northeastern Italy
2038,France,87,22,Bordeaux
2039,Italy,92,,Piedmont
2040,France,92,,Champagne
2041,France,92,70,Champagne
2042,US,92,25,California
2043,Italy,92,82,Piedmont
2044,Italy,92,75,Piedmont
2045,Italy,92,85,Piedmont
2046,Italy,92,,Piedmont
2047,Italy,92,,Piedmont
2048,Austria,92,,Burgenland
2049,Austria,92,40,Niederösterreich
2050,Austria,92,40,Niederösterreich
2051,Austria,92,35,Niederösterreich
2052,US,92,48,California
2053,US,92,55,California
2054,Italy,92,50,Piedmont
2055,Italy,92,48,Piedmont
2056,Italy,92,,Piedmont
2057,Italy,92,,Piedmont
2058,Italy,92,,Piedmont
2059,Italy,92,,Piedmont
2060,Italy,92,76,Piedmont
2061,Italy,92,,Piedmont
2062,US,91,17,California
2063,France,91,60,Champagne
2064,US,91,58,California
2065,US,90,25,California
2066,US,90,35,California
2067,US,90,65,California
2068,US,90,36,Washington
2069,US,90,35,California
2070,US,90,49,California
2071,France,90,31,Bordeaux
2072,Italy,90,,Veneto
2073,US,90,28,Washington
2074,Italy,90,45,Sicily & Sardinia
2075,Italy,90,41,Sicily & Sardinia
2076,France,90,37,Bordeaux
2077,US,90,40,Washington
2078,Chile,90,25,Casablanca Valley
2079,France,90,85,Champagne
2080,US,90,28,California
2081,US,90,35,California
2082,US,90,42,California
2083,Argentina,90,39,Mendoza Province
2084,Chile,90,22,Maipo Valley
2085,US,90,24,California
2086,US,90,50,California
2087,US,90,22,California
2088,US,90,26,California
2089,France,90,60,Champagne
2090,US,90,19,Washington
2091,Portugal,87,12,Alentejo
2092,Italy,87,13,Northeastern Italy
2093,Italy,87,20,Northeastern Italy
2094,Portugal,87,17,Vinho Verde
2095,US,87,12,California
2096,Italy,87,29,Northeastern Italy
2097,US,87,18,California
2098,Italy,87,21,Northeastern Italy
2099,US,87,30,California
2100,US,87,24,California
2101,US,87,20,California
2102,Italy,87,,Northeastern Italy
2103,Italy,87,22,Northeastern Italy
2104,Portugal,87,,Alentejano
2105,Chile,87,15,Maipo Valley
2106,Italy,87,19,Northeastern Italy
2107,US,87,24,California
2108,Italy,87,12,Northeastern Italy
2109,US,87,17,Oregon
2110,Italy,87,,Northeastern Italy
2111,France,87,36,Provence
2112,France,87,,Provence
2113,France,88,30,Bordeaux
2114,France,88,30,Bordeaux
2115,Greece,88,79,Epanomi
2116,US,88,20,California
2117,US,88,20,Washington
2118,US,88,25,Washington
2119,US,88,24,California
2120,US,88,20,New York
2121,France,88,,Bordeaux
2122,France,88,53,Bordeaux
2123,France,88,42,Bordeaux
2124,France,88,15,Bordeaux
2125,US,88,98,California
2126,US,88,13,California
2127,US,88,25,California
2128,US,88,45,Washington
2129,Italy,88,15,Piedmont
2130,France,88,22,Loire Valley
2131,US,88,44,California
2132,France,88,,Bordeaux
2133,Italy,88,10,Piedmont
2134,Italy,85,10,Central Italy
2135,Spain,85,,Catalonia
2136,US,84,42,California
2137,Australia,84,21,South Australia
2138,Spain,84,12,Northern Spain
2139,Italy,84,8,Central Italy
2140,Spain,84,12,Northern Spain
2141,Argentina,84,10,Mendoza Province
2142,France,84,22,Bordeaux
2143,France,84,22,Beaujolais
2144,US,84,28,Washington
2145,Spain,84,8,Northern Spain
2146,US,84,28,Oregon
2147,Italy,84,10,Central Italy
2148,Italy,84,11,Central Italy
2149,Portugal,84,33,Douro
2150,US,84,12,California
2151,Spain,84,11,Central Spain
2152,US,84,11,California
2153,Spain,84,9,Central Spain
2154,Spain,84,18,Levante
2155,Argentina,84,11,Other
2156,US,84,21,Washington
2157,France,84,14,Beaujolais
2158,Portugal,84,9,Lisboa
2159,Italy,84,15,Central Italy
2160,Italy,84,,Central Italy
2161,US,84,23,California
2162,Spain,84,16,Galicia
2163,US,84,85,Oregon
2164,US,90,22,New York
2165,US,90,17,New York
2166,Greece,90,15,Nemea
2167,US,90,24,California
2168,US,90,30,California
2169,US,90,28,California
2170,Austria,90,25,Wachau
2171,Italy,90,107,Piedmont
2172,US,90,35,Washington
2173,Italy,90,58,Piedmont
2174,US,90,32,California
2175,Spain,90,31,Northern Spain
2176,US,90,32,California
2177,US,90,60,California
2178,Austria,90,16,Niederösterreich
2179,Spain,90,31,Catalonia
2180,France,90,23,Rhône Valley
2181,Spain,90,30,Northern Spain
2182,US,90,25,California
2183,Greece,89,18,Peloponnese
2184,US,89,70,Washington
2185,Greece,89,16,Crete
2186,Italy,89,25,Piedmont
2187,US,89,13,California
2188,US,89,15,New York
2189,US,89,30,California
2190,US,89,20,California
2191,US,89,35,California
2192,US,89,34,California
2193,US,89,24,Washington
2194,Chile,88,20,Colchagua Valley
2195,US,88,24,California
2196,US,88,25,California
2197,US,88,30,California
2198,Italy,88,50,Veneto
2199,France,88,18,Alsace
2200,US,88,62,California
2201,US,88,85,California
2202,US,88,32,California
2203,US,88,10,Washington
2204,US,88,10,Washington
2205,Chile,88,20,Aconcagua Costa
2206,US,88,48,California
2207,France,88,19,Alsace
2208,US,88,75,California
2209,US,88,32,California
2210,US,88,40,California
2211,US,88,,California
2212,France,88,23,Alsace
2213,Italy,88,53,Veneto
2214,France,88,,Burgundy
2215,US,88,30,California
2216,New Zealand,88,17,Marlborough
2217,France,88,21,Alsace
2218,Chile,88,20,Maule Valley
2219,Chile,88,17,Maipo Valley
2220,US,88,24,California
2221,US,88,14,California
2222,US,88,12,Washington
2223,US,88,15,New York
2224,Italy,94,92,Tuscany
2225,Italy,94,85,Tuscany
2226,Italy,94,90,Tuscany
2227,France,94,85,Burgundy
2228,Italy,94,70,Tuscany
2229,US,94,36,California
2230,Italy,94,40,Tuscany
2231,US,94,64,California
2232,Italy,94,120,Tuscany
2233,Italy,94,73,Tuscany
2234,Italy,94,65,Tuscany
2235,US,94,55,California
2236,Italy,94,45,Tuscany
2237,Italy,94,,Tuscany
2238,US,94,46,California
2239,Italy,94,106,Tuscany
2240,Italy,94,72,Tuscany
2241,US,94,60,California
2242,US,94,40,California
2243,Italy,94,75,Tuscany
2244,France,94,225,Burgundy
2245,France,94,260,Burgundy
2246,US,94,40,California
2247,Italy,94,55,Tuscany
2248,Italy,94,65,Tuscany
2249,Italy,94,150,Tuscany
2250,US,94,50,California
2251,US,87,22,California
2252,US,87,65,California
2253,US,87,20,California
2254,Argentina,87,19,Mendoza Province
2255,US,87,25,California
2256,Australia,87,16,South Australia
2257,Italy,87,26,Piedmont
2258,France,87,,Bordeaux
2259,France,87,,Bordeaux
2260,Italy,87,16,Piedmont
2261,France,87,,Bordeaux
2262,Italy,87,40,Lombardy
2263,Italy,87,26,Lombardy
2264,France,87,,Bordeaux
2265,Austria,87,13,Niederösterreich
2266,US,87,20,California
2267,US,87,40,California
2268,US,87,30,California
2269,US,87,35,California
2270,US,87,30,California
2271,US,87,15,California
2272,Czech Republic,85,25,Moravia
2273,Portugal,85,11,Vinho Verde
2274,US,85,18,California
2275,Italy,85,20,Tuscany
2276,Italy,85,12,Tuscany
2277,Argentina,85,29,Mendoza Province
2278,US,85,20,California
2279,France,85,17,Alsace
2280,US,85,17,California
2281,US,85,20,Oregon
2282,Italy,85,15,Tuscany
2283,US,85,15,Oregon
2284,Spain,85,34,Galicia
2285,Spain,85,25,Northern Spain
2286,US,85,25,California
2287,Italy,85,32,Tuscany
2288,Czech Republic,85,18,Moravia
2289,US,84,20,California
2290,US,84,16,California
2291,Argentina,84,17,Mendoza Province
2292,Slovenia,84,20,Slovenia
2293,Italy,90,32,Tuscany
2294,Germany,90,23,Pfalz
2295,Italy,90,66,Tuscany
2296,Italy,90,28,Tuscany
2297,US,90,33,California
2298,US,90,40,Washington
2299,Germany,90,47,Pfalz
2300,Germany,90,36,Pfalz
2301,US,90,75,California
2302,South Africa,90,20,Stellenbosch
2303,US,90,18,Washington
2304,US,90,14,California
2305,Italy,90,58,Tuscany
2306,France,90,,Bordeaux
2307,Italy,90,53,Tuscany
2308,US,90,30,California
2309,Spain,90,54,Northern Spain
2310,Germany,90,,Pfalz
2311,Germany,90,27,Pfalz
2312,Australia,90,33,Western Australia
2313,Italy,90,37,Tuscany
2314,Italy,90,65,Tuscany
2315,Italy,90,70,Tuscany
2316,US,90,30,California
2317,Italy,90,34,Tuscany
2318,Italy,90,,Tuscany
2319,France,85,13,Loire Valley
2320,France,85,15,Bordeaux
2321,France,85,25,Bordeaux
2322,France,85,,Bordeaux
2323,France,85,15,Bordeaux
2324,France,85,24,France Other
2325,US,85,12,California
2326,US,85,10,Washington
2327,US,85,10,California
2328,US,85,12,California
2329,Italy,85,20,Piedmont
2330,US,85,16,New York
2331,Chile,85,18,Maule Valley
2332,France,85,14,Loire Valley
2333,US,85,32,California
2334,Spain,85,15,Levante
2335,US,85,6,Washington
2336,Chile,85,15,Maule Valley
2337,US,85,15,California
2338,Chile,85,13,Colchagua Valley
2339,US,85,10,California
2340,US,85,10,Washington
2341,Chile,85,12,Colchagua Valley
2342,US,85,18,New York
2343,US,85,10,California
2344,France,85,,Loire Valley
2345,US,85,15,California
2346,US,85,15,California
2347,US,85,29,California
2348,US,85,15,Washington
2349,US,88,17,California
2350,Italy,88,,Veneto
2351,Argentina,88,19,Mendoza Province
2352,US,88,35,Virginia
2353,US,88,13,California
2354,US,88,19,California
2355,US,88,45,California
2356,Spain,88,16,Northern Spain
2357,US,88,15,California
2358,US,88,29,California
2359,France,88,35,Burgundy
2360,France,88,35,Burgundy
2361,France,88,40,Burgundy
2362,Italy,88,42,Veneto
2363,US,88,75,California
2364,France,88,20,Southwest France
2365,Austria,88,,Burgenland
2366,US,88,28,Washington
2367,US,88,35,Washington
2368,France,88,20,Beaujolais
2369,Italy,88,85,Veneto
2370,US,88,11,Washington
2371,France,88,17,Alsace
2372,France,88,,Southwest France
2373,Italy,88,20,Veneto
2374,Italy,88,30,Northeastern Italy
2375,US,88,40,Washington
2376,Italy,88,27,Veneto
2377,US,88,13,Washington
2378,Italy,88,47,Veneto
2379,US,87,18,Virginia
2380,US,87,25,America
2381,Portugal,87,13,Vinho Verde
2382,Portugal,87,15,Alentejano
2383,Portugal,87,26,Douro
2384,Portugal,87,10,Terras do Dão
2385,US,87,30,California
2386,US,87,25,Oregon
2387,Argentina,87,16,Mendoza Province
2388,France,87,,France Other
2389,France,87,25,Loire Valley
2390,France,87,12,Loire Valley
2391,Portugal,87,13,Tejo
2392,Portugal,87,15,Douro
2393,Portugal,87,80,Port
2394,Portugal,87,30,Douro
2395,US,87,27,Oregon
2396,Portugal,87,12,Beira Interior
2397,Portugal,87,12,Douro
2398,Portugal,87,10,Douro
2399,US,87,28,Oregon
2400,New Zealand,87,20,Marlborough
2401,Italy,87,14,Sicily & Sardinia
2402,US,87,30,California
2403,France,87,12,France Other
2404,US,87,18,California
2405,New Zealand,87,18,Marlborough
2406,US,87,27,America
2407,France,87,10,France Other
2408,US,85,14,California
2409,Italy,85,13,Sicily & Sardinia
2410,Chile,85,13,Maipo Valley
2411,Italy,85,,Southern Italy
2412,Italy,85,14,Sicily & Sardinia
2413,France,85,15,Bordeaux
2414,Italy,85,,Sicily & Sardinia
2415,US,85,24,California
2416,Italy,85,12,Southern Italy
2417,US,85,20,California
2418,Chile,85,18,Aconcagua Valley
2419,US,85,30,California
2420,Italy,85,40,Sicily & Sardinia
2421,France,85,12,Beaujolais
2422,France,85,15,Bordeaux
2423,US,85,28,Oregon
2424,Chile,85,16,Maipo Valley
2425,Italy,85,,Sicily & Sardinia
2426,Italy,85,,Sicily & Sardinia
2427,France,85,15,Beaujolais
2428,US,85,25,California
2429,US,85,50,Oregon
2430,US,85,14,Oregon
2431,France,85,11,Beaujolais
2432,France,85,12,Southwest France
2433,Chile,85,14,Casablanca Valley
2434,Italy,85,17,Southern Italy
2435,US,85,10,California
2436,US,85,25,Virginia
2437,Austria,85,20,Niederösterreich
2438,Italy,90,18,Central Italy
2439,US,90,55,California
2440,US,90,14,California
2441,US,90,60,California
2442,US,90,55,Oregon
2443,US,90,65,California
2444,Italy,90,30,Central Italy
2445,Italy,90,19,Central Italy
2446,US,90,15,California
2447,Italy,90,40,Central Italy
2448,Italy,90,20,Central Italy
2449,US,90,13,New York
2450,Italy,90,80,Tuscany
2451,US,90,45,California
2452,US,90,40,California
2453,US,90,50,Washington
2454,US,90,25,Washington
2455,US,90,30,Washington
2456,US,90,38,California
2457,US,90,33,California
2458,US,90,22,California
2459,Italy,90,55,Tuscany
2460,US,90,45,California
2461,France,90,50,Bordeaux
2462,France,90,65,Bordeaux
2463,France,90,19,Bordeaux
2464,France,90,,Bordeaux
2465,France,90,42,Bordeaux
2466,France,90,,Bordeaux
2467,France,90,19,Bordeaux
2468,Italy,90,75,Tuscany
2469,Spain,90,16,Andalucia
2470,Spain,90,45,Northern Spain
2471,US,90,15,California
2472,US,90,18,New York
2473,US,90,11,California
2474,US,90,38,California
2475,US,90,39,California
2476,US,90,32,California
2477,US,88,50,California
2478,US,88,32,California
2479,US,88,38,California
2480,US,88,42,California
2481,US,88,10,Washington
2482,US,88,25,Washington
2483,US,88,18,Washington
2484,US,88,9,Washington
2485,US,88,12,Washington
2486,Romania,88,22,Dealu Mare
2487,Chile,88,14,Colchagua Valley
2488,US,88,35,Washington
2489,US,88,15,California
2490,France,88,18,Alsace
2491,France,88,19,Alsace
2492,France,88,30,Burgundy
2493,Chile,88,17,Colchagua Valley
2494,Chile,88,17,Colchagua Valley
2495,US,88,35,California
2496,Italy,88,16,Veneto
2497,Italy,88,43,Northeastern Italy
2498,US,88,40,California
2499,US,88,18,New York
2500,France,88,19,Alsace
2501,Romania,88,20,Panciu
2502,US,88,16,Washington
2503,US,88,75,California
2504,Chile,88,17,Colchagua Valley
2505,US,88,40,California
2506,US,88,44,California
2507,US,95,75,California
2508,Spain,95,300,Northern Spain
2509,Italy,95,65,Piedmont
2510,Italy,95,60,Piedmont
2511,Italy,95,96,Piedmont
2512,Italy,95,59,Piedmont
2513,US,95,32,Oregon
2514,Italy,94,60,Piedmont
2515,US,94,43,California
2516,Italy,94,42,Piedmont
2517,Australia,94,225,South Australia
2518,Italy,94,48,Piedmont
2519,Italy,94,70,Piedmont
2520,Italy,94,80,Piedmont
2521,Italy,94,,Piedmont
2522,Italy,94,46,Piedmont
2523,Italy,94,80,Piedmont
2524,Italy,94,64,Piedmont
2525,Italy,94,75,Piedmont
2526,Italy,89,18,Northeastern Italy
2527,US,89,28,California
2528,Austria,89,10,Niederösterreich
2529,Austria,89,25,Niederösterreich
2530,US,89,70,California
2531,Spain,89,20,Northern Spain
2532,New Zealand,89,45,Central Otago
2533,US,89,14,California
2534,Spain,89,25,Northern Spain
2535,Austria,89,14,Burgenland
2536,US,89,29,California
2537,Italy,89,20,Northeastern Italy
2538,France,89,25,France Other
2539,US,89,22,California
2540,Italy,89,28,Central Italy
2541,France,89,20,France Other
2542,US,89,24,California
2543,France,89,19,Provence
2544,US,89,28,California
2545,US,89,16,New York
2546,New Zealand,89,14,Marlborough
2547,Austria,89,13,Niederösterreich
2548,Spain,89,15,Galicia
2549,Spain,89,30,Northern Spain
2550,US,89,35,California
2551,Argentina,89,20,Mendoza Province
2552,US,89,17,California
2553,US,89,24,California
2554,US,89,55,California
2555,US,89,45,California
2556,US,89,45,California
2557,US,89,24,California
2558,US,89,25,California
2559,US,89,65,California
2560,New Zealand,89,19,Marlborough
2561,US,89,28,California
2562,Italy,89,27,Sicily & Sardinia
2563,US,89,25,California
2564,US,89,20,California
2565,Austria,89,21,Burgenland
2566,US,89,55,Washington
2567,US,89,34,Washington
2568,US,89,30,Washington
2569,US,89,29,Washington
2570,Italy,89,45,Sicily & Sardinia
2571,US,89,30,Washington
2572,US,89,24,Washington
2573,Italy,89,20,Southern Italy
2574,US,89,30,Washington
2575,US,89,32,California
2576,US,89,35,Washington
2577,US,89,33,Washington
2578,US,89,45,Washington
2579,US,89,45,Washington
2580,US,89,35,Washington
2581,US,89,32,Washington
2582,US,89,50,Washington
2583,US,89,45,California
2584,France,89,20,Bordeaux
2585,France,90,20,Bordeaux
2586,Austria,90,,Wachau
2587,Australia,90,35,Western Australia
2588,Austria,90,,Niederösterreich
2589,Germany,90,42,Pfalz
2590,US,90,35,Washington
2591,Italy,90,92,Piedmont
2592,Italy,90,82,Piedmont
2593,US,90,25,Washington
2594,Australia,90,20,Western Australia
2595,Austria,90,,Kamptal
2596,Israel,90,39,Galilee
2597,Germany,90,29,Mosel
2598,Australia,90,20,Western Australia
2599,Germany,90,25,Rheinhessen
2600,Australia,90,30,Western Australia
2601,US,90,27,California
2602,US,90,17,California
2603,Chile,90,40,Colchagua Valley
2604,US,90,42,California
2605,US,90,52,California
2606,Chile,90,23,Maipo Valley
2607,Chile,90,21,Maipo Valley
2608,US,90,17,Washington
2609,US,90,28,Washington
2610,US,90,24,California
2611,Australia,90,21,Western Australia
2612,US,90,34,Washington
2613,Germany,90,13,Mosel
2614,US,90,11,Washington
2615,Argentina,83,12,Other
2616,Canada,83,12,Ontario
2617,Australia,83,8,Australia Other
2618,Argentina,83,6,Mendoza Province
2619,Italy,83,18,Southern Italy
2620,US,83,13,New Jersey
2621,US,82,12,California
2622,US,82,12,California
2623,US,82,10,California
2624,US,82,18,California
2625,US,82,55,California
2626,US,82,27,California
2627,US,82,13,California
2628,US,82,13,Oregon
2629,US,82,24,California
2630,US,82,14,California
2631,Australia,90,20,South Australia
2632,Italy,90,57,Tuscany
2633,Portugal,90,18,Dão
2634,Italy,90,,Tuscany
2635,France,90,,Bordeaux
2636,France,90,,Bordeaux
2637,France,90,20,Bordeaux
2638,France,90,20,Bordeaux
2639,US,90,24,California
2640,Australia,90,22,Tasmania
2641,Chile,90,30,Maipo Valley
2642,Australia,89,13,South Australia
2643,Italy,89,49,Tuscany
2644,US,89,44,California
2645,US,89,12,California
2646,Italy,89,,Tuscany
2647,US,89,18,New York
2648,US,89,28,Washington
2649,US,89,50,Washington
2650,US,89,24,Washington
2651,Portugal,89,50,Beiras
2652,Portugal,89,23,Tejo
2653,Portugal,89,18,Douro
2654,Italy,89,,Tuscany
2655,France,89,40,Bordeaux
2656,France,89,70,Bordeaux
2657,France,89,38,Bordeaux
2658,France,89,45,Bordeaux
2659,Italy,89,,Tuscany
2660,Italy,89,,Tuscany
2661,Italy,90,150,Veneto
2662,US,90,45,California
2663,US,90,55,Washington
2664,US,90,30,Washington
2665,Austria,90,,Burgenland
2666,Italy,90,26,Veneto
2667,US,90,45,California
2668,US,90,52,California
2669,France,90,24,Languedoc-Roussillon
2670,US,90,65,California
2671,France,90,,Beaujolais
2672,US,90,38,California
2673,Argentina,90,35,Mendoza Province
2674,France,90,24,Languedoc-Roussillon
2675,US,90,45,Washington
2676,US,90,45,California
2677,US,90,15,Washington
2678,US,90,20,Washington
2679,France,90,,Southwest France
2680,US,90,36,California
2681,US,90,34,California
2682,France,90,35,Burgundy
2683,Spain,90,50,Northern Spain
2684,Italy,90,125,Veneto
2685,Austria,90,,Burgenland
2686,US,90,30,Washington
2687,France,90,,Burgundy
2688,US,90,65,California
2689,US,90,32,California
2690,US,90,150,California
2691,Italy,87,9,Northeastern Italy
2692,Mexico,87,18,Valle de Guadalupe
2693,Chile,87,10,Colchagua Valley
2694,Chile,87,12,Maipo Valley
2695,US,87,22,California
2696,US,87,14,California
2697,US,87,14,California
2698,Chile,87,10,Maipo Valley
2699,US,87,95,California
2700,US,87,25,California
2701,US,87,45,California
2702,Italy,87,15,Northeastern Italy
2703,Chile,87,12,Colchagua Valley
2704,Chile,87,9,Colchagua Valley
2705,Chile,87,8,Rapel Valley
2706,US,87,25,California
2707,Chile,87,12,Aconcagua Valley
2708,Italy,87,35,Northeastern Italy
2709,US,87,15,California
2710,US,87,32,California
2711,US,87,35,California
2712,Italy,87,16,Northeastern Italy
2713,Chile,87,,Maipo Valley
2714,US,87,18,California
2715,Italy,87,10,Northeastern Italy
2716,Italy,87,11,Veneto
2717,Italy,87,15,Veneto
2718,Chile,87,20,Curicó Valley
2719,Chile,87,7,Rapel Valley
2720,France,86,13,Alsace
2721,France,86,10,France Other
2722,US,86,13,California
2723,France,86,10,Bordeaux
2724,Spain,86,12,Northern Spain
2725,Italy,86,11,Sicily & Sardinia
2726,Italy,86,30,Southern Italy
2727,US,86,29,California
2728,France,86,10,Languedoc-Roussillon
2729,France,86,19,Alsace
2730,Italy,86,28,Southern Italy
2731,US,86,12,California
2732,Chile,86,17,Leyda Valley
2733,US,86,70,California
2734,Chile,86,11,Chile
2735,US,86,8,California
2736,Spain,86,14,Northern Spain
2737,Chile,86,11,Central Valley
2738,Chile,86,11,Central Valley
2739,France,86,19,Alsace
2740,US,86,19,California
2741,Chile,86,23,Bío Bío Valley
2742,US,86,23,California
2743,Spain,86,13,Northern Spain
2744,France,86,20,Bordeaux
2745,France,86,15,Bordeaux
2746,Italy,86,30,Southern Italy
2747,Romania,86,9,Romania
2748,Romania,86,9,Romania
2749,Romania,86,7,Romania
2750,US,84,11,California
2751,France,84,15,Bordeaux
2752,Spain,84,11,Northern Spain
2753,Chile,84,12,Central Valley
2754,France,84,10,Languedoc-Roussillon
2755,France,84,11,Languedoc-Roussillon
2756,Chile,84,25,Casablanca Valley
2757,US,84,20,California
2758,France,84,9,Languedoc-Roussillon
2759,Spain,84,13,Northern Spain
2760,Chile,84,13,Colchagua Costa
2761,Chile,84,8,Central Valley
2762,Chile,84,12,Central Valley
2763,US,84,13,California
2764,US,84,50,California
2765,US,84,29,California
2766,US,84,8,California
2767,Spain,84,52,Northern Spain
2768,France,84,11,Bordeaux
2769,France,84,13,Bordeaux
2770,US,84,26,California
2771,US,84,20,California
2772,Chile,84,15,Loncomilla Valley
2773,Chile,83,12,Casablanca Valley
2774,Chile,83,15,Casablanca Valley
2775,US,83,25,California
2776,US,83,25,California
2777,Chile,83,10,Maipo Valley
2778,US,83,19,California
2779,Chile,83,16,Maule Valley
2780,Portugal,84,5,Alentejano
2781,US,84,32,California
2782,Portugal,84,13,Vinho Verde
2783,US,84,22,California
2784,US,84,10,California
2785,US,84,10,California
2786,US,84,15,California
2787,Portugal,84,,Alentejano
2788,Portugal,84,,Portuguese Table Wine
2789,France,84,8,France Other
2790,US,84,25,California
2791,US,84,25,California
2792,Portugal,84,,Beiras
2793,US,84,20,California
2794,US,84,20,California
2795,Argentina,84,10,Mendoza Province
2796,France,84,,Languedoc-Roussillon
2797,US,84,60,California
2798,US,84,20,California
2799,Portugal,84,9,Vinho Verde
2800,US,84,10,California
2801,US,84,24,California
2802,France,84,12,France Other
2803,US,84,13,California
2804,Italy,87,,Tuscany
2805,US,87,16,New York
2806,Spain,87,32,Northern Spain
2807,US,87,60,Washington
2808,US,87,15,California
2809,Italy,87,50,Tuscany
2810,US,87,14,Washington
2811,US,87,30,Washington
2812,US,87,25,California
2813,US,86,20,Washington
2814,US,86,14,Washington
2815,Italy,86,18,Tuscany
2816,US,86,18,California
2817,Italy,86,20,Tuscany
2818,Spain,86,25,Galicia
2819,US,86,35,California
2820,Italy,86,15,Tuscany
2821,Spain,86,13,Northern Spain
2822,Italy,86,,Tuscany
2823,Italy,86,,Tuscany
2824,France,86,10,Bordeaux
2825,US,86,12,Washington
2826,France,86,,Bordeaux
2827,France,86,,Bordeaux
2828,France,86,12,Bordeaux
2829,France,86,,Bordeaux
2830,France,86,13,Bordeaux
2831,France,86,12,Bordeaux
2832,France,86,10,Bordeaux
2833,Italy,86,13,Tuscany
2834,US,88,24,California
2835,Italy,88,30,Tuscany
2836,France,88,,Beaujolais
2837,New Zealand,88,15,Marlborough
2838,US,88,15,Washington
2839,Italy,88,,Tuscany
2840,Italy,88,30,Tuscany
2841,France,88,22,Beaujolais
2842,France,88,20,Beaujolais
2843,France,88,20,Beaujolais
2844,France,88,20,Beaujolais
2845,US,88,16,California
2846,Italy,88,75,Tuscany
2847,US,88,9,California
2848,US,88,24,Washington
2849,Italy,88,55,Tuscany
2850,US,88,25,California
2851,US,88,25,New York
2852,US,88,42,California
2853,Italy,88,20,Tuscany
2854,Chile,88,18,Colchagua Valley
